,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,rho,Merr,Rerr,srho
34676,Kepler-99 b,Kepler-99,1,2,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,4.60358,,,0.0,,,,,1.48,0.08,-0.08,0.0,0.132,0.007,-0.007,0.0,6.15,1.3,-1.3,0.0,0.019,0.004,-0.004,0.0,Mass,,,,,,,,,,,,,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,4782.0,129.0,-129.0,0.0,0.73,0.04,-0.04,0.0,0.79,0.06,-0.06,0.0,0.18,0.07,-0.07,0.0,[Fe/H],4.605,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m24.96s,297.3539994,+41d18m00.16s,41.3000452,208.369,1.042,-1.031,13.206,0.092,-0.092,10.757,0.018,-0.018,12.9618,0.000373,-0.000373,2014-05-14,2014-02,2014-05-14,10.453014875723056,1.3,0.08,2.784879441946972
34840,LHS 1478 b,LHS 1478,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SOTO_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A.144S/abstract target=ref>Soto et al. 2021</a>,1.9495378,4e-06,-4.1e-06,0.0,0.01848,0.00061,-0.00063,0.0,1.242,0.051,-0.049,0.0,0.11080401,0.00454992,-0.00437149,0.0,2.33,0.2,-0.2,0.0,0.007331,0.00062927,-0.00062927,0.0,Mass,,,,,,,,,595.0,10.0,-10.0,0.0,0,<a refstr=SOTO_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A.144S/abstract target=ref>Soto et al. 2021</a>,m3 V,3381.0,54.0,-54.0,0.0,0.246,0.008,-0.008,0.0,0.236,0.012,-0.012,0.0,-0.13,0.19,-0.19,0.0,[Fe/H],4.87,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h57m21.33s,44.3388743,+76d33m05.06s,76.5514045,18.2276,0.011,-0.011,13.304,0.04,-0.04,8.767,0.022,-0.022,12.2598,0.000277,-0.000277,2021-04-23,2021-05,2021-04-23,6.701048054501024,0.2,0.05,0.9928882049005822
34852,LHS 1815 b,LHS 1815,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUQUE__AMP__PALL_EACUTE__2022 href=https://ui.adsabs.harvard.edu/abs/2022Sci...377.1211L/abstract target=ref>Luque &amp; Pall&eacute; 2022</a>,3.814334,8.4e-05,-8.4e-05,0.0,,,,,1.088,0.064,-0.064,0.0,0.09706503,0.00570971,-0.00570971,0.0,1.58,0.64,-0.6,0.0,0.00497124,0.00201367,-0.00188781,0.0,Mass,0.0,,,0.0,,,,,,,,,0,<a refstr=GAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..160G/abstract target=ref>Gan et al. 2020</a>,M1,3643.0,142.0,-142.0,0.0,0.501,0.03,-0.03,0.0,0.502,0.015,-0.015,0.0,-0.12,0.09,-0.09,0.0,[Fe/H],4.77,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h04m21.60s,91.0899861,-55d18m41.54s,-55.3115376,29.8424,0.0239,-0.0239,12.167,0.047,-0.047,7.993,0.02,-0.02,11.2362,0.000708,-0.000708,2023-07-10,2022-09,2023-07-10,6.759615602499108,0.62,0.064,2.9083916954644846
35641,TOI-1011 b,TOI-1011,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BRINKMAN_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..109B/abstract target=ref>Brinkman et al. 2025</a>,2.470498,7e-06,-7e-06,0.0,,,,,1.45,0.05,-0.05,0.0,0.12936056,0.00446071,-0.00446071,0.0,4.04,0.59,-0.59,0.0,0.01271126,0.00185635,-0.00185635,0.0,Mass,0.0,,,0.0,,,,,,,,,0,<a refstr=BRINKMAN_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..109B/abstract target=ref>Brinkman et al. 2025</a>,,5475.0,84.0,-84.0,0.0,0.92,0.03,-0.03,0.0,0.91,0.03,-0.03,0.0,0.03,0.04,-0.04,0.0,[Fe/H],4.5,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h35m56.34s,113.9847611,-32d50m31.20s,-32.8419988,52.62,0.0794,-0.0792,8.94,0.03,-0.03,7.109,0.021,-0.021,8.72937,0.000357,-0.000357,2025-08-07,2025-08,2025-08-07,7.301783590963139,0.59,0.05,1.3067767660785183
35654,TOI-1075 b,TOI-1075,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ESSACK_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221014901E/abstract target=ref>Essack et al. 2022</a>,0.6047328,3.2e-06,-3.2e-06,0.0,0.01159,0.00023,-0.0002,0.0,1.791,0.116,-0.081,0.0,0.15978259,0.01034884,-0.00722635,0.0,9.95,1.36,-1.3,0.0,0.0313062,0.00427904,-0.00409026,0.0,Mass,0.0,,,0.0,509.2,18.7,-20.4,0.0,1323.0,44.0,-44.0,0.0,0,<a refstr=ESSACK_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221014901E/abstract target=ref>Essack et al. 2022</a>,K9 V/M0 V,3875.0,75.0,-75.0,0.0,0.581,0.024,-0.024,0.0,0.604,0.03,-0.03,0.0,-0.08,0.09,-0.09,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h39m53.09s,309.9712091,-65d26m58.92s,-65.4496994,61.4592,0.09435,-0.09435,12.615,0.069,-0.069,9.115,0.023,-0.023,12.0544,0.000232,-0.000232,2022-11-07,2022-10,2022-11-07,9.543065881897581,1.33,0.0985,2.026401265102795
35741,TOI-1238 b,TOI-1238,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GONZ_AMP_AACUTE_LEZ__AMP_AACUTE_LVAREZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A.138G target=ref>Gonz&aacute;lez-&Aacute;lvarez et al. 2022</a>,0.764597,1.3e-05,-1.1e-05,0.0,0.0139,0.0008,-0.0008,0.0,1.21,0.11,-0.1,0.0,0.10794916,0.00981356,-0.00892142,0.0,3.76,1.15,-1.07,0.0,0.01183028,0.0036183,-0.0033666,0.0,Mass,0.25,,,1.0,442.0,39.0,-35.0,0.0,1133.0,168.0,-168.0,0.0,0,<a refstr=GONZ_AMP_AACUTE_LEZ__AMP_AACUTE_LVAREZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A.138G target=ref>Gonz&aacute;lez-&Aacute;lvarez et al. 2022</a>,K7/M0,4089.0,54.0,-54.0,0.0,0.58,0.02,-0.02,0.0,0.59,0.02,-0.02,0.0,0.31,0.19,-0.19,0.0,[Fe/H],4.63,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h25m31.76s,201.3823387,+68d50m09.84s,68.8360678,70.7145,0.12055,-0.12055,12.796,0.049,-0.049,9.184,0.014,-0.014,12.2219,0.000347,-0.000347,2025-07-29,2022-02,2025-07-29,11.694545093282137,1.1099999999999999,0.10500000000000001,4.602997123512073
35848,TOI-1347 b,TOI-1347,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RUBENZAHL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240207451R/abstract target=ref>Rubenzahl et al. 2024</a>,0.84742346,6.1e-07,-6.1e-07,0.0,,,,,1.8,0.1,-0.1,0.0,0.16058552,0.00892142,-0.00892142,0.0,11.1,1.2,-1.2,0.0,0.03492451,0.00377562,-0.00377562,0.0,Mass,0.0,,,0.0,,,,,1400.0,40.0,-40.0,0.0,0,<a refstr=RUBENZAHL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240207451R/abstract target=ref>Rubenzahl et al. 2024</a>,,5464.0,100.0,-100.0,0.0,0.83,0.03,-0.03,0.0,0.913,0.033,-0.033,0.0,0.04,0.06,-0.06,0.0,[Fe/H],4.64,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h41m18.40s,280.3266806,+70d17m24.19s,70.2900536,147.476,1.05,-1.035,11.168,0.013,-0.013,9.616,0.015,-0.015,11.2087,0.00115,-0.00115,2024-03-04,2024-02,2024-03-04,10.48713991769547,1.2,0.1,2.08335793316721
35872,TOI-1411 b,TOI-1411,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,1.4520527,1.7e-06,-1.7e-06,0.0,0.02122,0.0004,-0.0004,0.0,1.19880592,0.04935874,-0.04474058,0.0,0.10695049,0.0044035,-0.00399149,0.0,2.0,1.2,-1.1,0.0,0.0062927,0.00377562,-0.00346099,0.0,Mass,0.0,,,0.0,,,,,976.4,18.2,-17.55,0.0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,4115.0,42.0,-45.0,0.0,0.614,0.0185,-0.0169,0.0,0.6045,0.0148,-0.0129,0.0,0.012,0.071,-0.075,0.0,[Fe/H],4.64,0.015,-0.016,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h31m47.05s,232.946047,+47d03m19.98s,47.0555507,32.4778,0.0225,-0.0225,10.51,0.03,-0.03,7.25,0.021,-0.021,9.87723,0.000526,-0.000526,2024-07-22,2024-06,2024-07-22,6.396390325210979,1.15,0.04704966,3.7542398649223663
35892,TOI-1444 b,TOI-1444,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,0.4702743,1.1e-06,-1.1e-06,0.0,0.0116,0.0002,-0.0002,0.0,1.41792246,0.0467336,-0.04107268,0.0,0.12649879,0.0041693,-0.00366426,0.0,3.58,0.76,-0.75,0.0,0.01126394,0.00239123,-0.00235976,0.0,Mass,0.0,,,0.0,,,,,2130.02,33.47,-33.17,0.0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5460.0,66.0,-66.0,0.0,0.9105,0.0154,-0.0146,0.0,0.9513,0.0299,-0.0321,0.0,0.146,0.057,-0.059,0.0,[Fe/H],4.496,0.021,-0.024,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h21m53.98s,305.4749252,+70d56m37.34s,70.9437054,125.463,0.337,-0.335,10.936,0.009,-0.009,9.061,0.021,-0.021,10.6417,0.000261,-0.000261,2024-07-23,2024-06,2024-07-23,6.9195392959804165,0.755,0.04390314,1.5945685633906288
36419,TOI-286 b,TOI-286,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,4.5117244,3.1e-06,-2.7e-06,0.0,0.0503,0.001,-0.001,0.0,1.42,0.1,-0.1,0.0,0.12668413,0.00892142,-0.00892142,0.0,4.53,0.78,-0.78,0.0,0.01425297,0.00245415,-0.00245415,0.0,Mass,0.0,,,0.0,,,,,979.0,31.0,-31.0,0.0,0,<a refstr=HOBSON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240606278H/abstract target=ref>Hobson et al. 2024</a>,K3 V,5152.0,12.0,-12.0,0.0,0.78,0.036,-0.036,0.0,0.832,0.049,-0.049,0.0,-0.05,0.02,-0.02,0.0,[Fe/H],4.59,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h03m56.23s,90.9842762,-60d39m58.81s,-60.6663348,59.2293,0.0748,-0.0745,9.866,0.005,-0.005,7.851,0.033,-0.033,9.65064,0.000274,-0.000274,2024-08-30,2024-06,2024-08-30,8.71735571133606,0.78,0.1,2.375888450511542
36570,TOI-431 b,TOI-431,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,0.490047,1e-05,-7e-06,0.0,0.0113,0.0002,-0.0003,0.0,1.28,0.04,-0.04,0.0,0.11419415,0.00356857,-0.00356857,0.0,3.07,0.35,-0.35,0.0,0.0096593,0.00110122,-0.00110122,0.0,Mass,0.0,,,0.0,,,,,1862.0,42.0,-42.0,0.0,1,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,,4850.0,75.0,-75.0,0.0,0.731,0.022,-0.022,0.0,0.78,0.07,-0.07,0.0,0.2,0.05,-0.05,0.0,[Fe/H],4.6,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h33m04.62s,83.2692502,-26d43m25.93s,-26.7238698,32.5686,0.0312,-0.0311,9.12,0.03,-0.03,6.723,0.021,-0.021,8.79171,0.000543,-0.000543,2021-08-16,2021-10,2021-08-16,8.0660343170166,0.35,0.04,1.1905681931240266
36854,TOI-6255 b,TOI-6255,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DAI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168..101D/abstract target=ref>Dai et al. 2024</a>,0.23818244,1.2e-07,-1.2e-07,0.0,,,,,1.079,0.065,-0.065,0.0,0.0962621,0.00579892,-0.00579892,0.0,1.44,0.14,-0.14,0.0,0.00453075,0.00044049,-0.00044049,0.0,Mass,0.0,,,0.0,,,,,,,,,0,<a refstr=DAI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168..101D/abstract target=ref>Dai et al. 2024</a>,,3421.0,70.0,-70.0,0.0,0.37,0.011,-0.011,0.0,0.353,0.015,-0.015,0.0,-0.14,0.09,-0.09,0.0,[Fe/H],4.85,0.044,-0.044,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h06m00.76s,331.5031606,+39d17m55.78s,39.2988284,20.3167,0.0236,-0.0236,12.747,0.052,-0.052,8.071,0.02,-0.02,11.6345,0.000929,-0.000929,2024-08-16,2024-09,2024-08-16,6.316111045928144,0.14,0.065,1.2961565394704646
38498,Wolf 327 b,Wolf 327,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MURGAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240112150M/abstract target=ref>Murgas et al. 2024</a>,0.5734745,3e-07,-3e-07,0.0,0.01,0.0004,-0.0004,0.0,1.24,0.06,-0.06,0.0,0.11062558,0.00535285,-0.00535285,0.0,2.53,0.46,-0.46,0.0,0.00796027,0.00144732,-0.00144732,0.0,Mass,0.0,,,0.0,233.9,18.3,-18.3,0.0,996.0,22.0,-22.0,0.0,0,<a refstr=MURGAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240112150M/abstract target=ref>Murgas et al. 2024</a>,M2.5 V,3542.0,70.0,-70.0,0.0,0.406,0.015,-0.015,0.0,0.405,0.019,-0.019,0.0,-0.17,0.04,-0.04,0.0,[Fe/H],4.87,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h53m30.80s,148.3783199,+35d34m13.97s,35.570548,28.5321,0.0512,-0.0512,13.018,0.062,-0.062,8.435,0.017,-0.017,11.9522,0.000646,-0.000646,2024-02-05,2024-01,2024-02-05,7.311509768050754,0.46,0.06,1.7010797701943552
