,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,rho,Merr,Rerr,srho
38235,WASP-69 b,WASP-69,1,1,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.86814,2e-06,-2e-06,0.0,,,,,12.44199,0.44836,-0.44836,0.0,1.11,0.04,-0.04,0.0,92.1707,9.5349,-9.5349,0.0,0.29,0.03,-0.03,0.0,Mass,0.0,,,0.0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4700.0,50.0,-50.0,0.0,0.86,0.03,-0.03,0.0,0.98,0.14,-0.14,0.0,0.15,,,0.0,[Fe/H],4.5,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h00m06.23s,315.0259661,-05d05m41.49s,-5.094857,49.9605,0.132,-0.1313,9.873,0.006,-0.006,7.459,0.024,-0.024,9.48466,0.000475,-0.000475,2018-04-25,2017-03,2018-04-26,0.26367863439822975,9.5349,0.44836,0.03945403310055365
38243,WASP-7 b,WASP-7,1,1,1,Transit,2008,SuperWASP,Published Confirmed,0,<a refstr=SOUTHWORTH_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...527A...8S/abstract target=ref> Southworth et al. 2011 </a>,4.9546416,3.5e-06,-3.5e-06,0.0,0.0617,0.0011,-0.0011,0.0,14.90797,1.042437,-1.042437,0.0,1.33,0.093,-0.093,0.0,305.1168,41.3179,-41.3179,0.0,0.96,0.13,-0.13,0.0,Mass,,,,,,,,,1487.0,48.0,-48.0,0.0,0,<a refstr=SOUTHWORTH_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...527A...8S/abstract target=ref> Southworth et al. 2011 </a>,,6400.0,100.0,-100.0,0.0,1.432,0.092,-0.092,0.0,1.276,0.065,-0.065,0.0,0.0,0.1,-0.1,0.0,[Fe/H],4.232,0.047,-0.047,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h44m10.26s,311.0427558,-39d13m31.75s,-39.2254856,162.303,1.296,-1.276,9.504,0.003,-0.003,8.396,0.023,-0.023,9.37671,0.000191,-0.000191,2018-05-14,2011-03,2016-01-14,0.5074137006364934,41.3179,1.042437,0.12669398452249267
38252,WASP-70 A b,WASP-70 A,1,2,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,3.7130203,4.7e-06,-4.7e-06,0.0,0.04853,0.00062,-0.00062,0.0,13.047,0.818,-1.143,0.0,1.164,0.073,-0.102,0.0,187.512,6.992,-6.992,0.0,0.59,0.022,-0.022,0.0,Mass,0.0,,,0.0,,,,,1387.0,40.0,-40.0,0.0,0,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,G4,5763.0,79.0,-79.0,0.0,1.215,0.064,-0.089,0.0,1.106,0.042,-0.042,0.0,-0.006,0.063,-0.063,0.0,[Fe/H],4.314,0.052,-0.036,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h01m54.53s,315.4771912,-13d26m00.18s,-13.4333821,222.355,2.888,-2.816,10.786,0.013,-0.013,9.58,0.03,-0.03,11.0323,0.000558,-0.000558,2014-10-15,2014-12,2014-10-15,0.4652096102074556,6.992,0.9804999999999999,0.10630826388988675
38255,WASP-71 b,WASP-71,1,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.90367,7e-06,-7e-06,0.0,,,,,13.22662,1.34508,-1.34508,0.0,1.18,0.12,-0.12,0.0,441.7837,104.8839,-104.8839,0.0,1.39,0.33,-0.33,0.0,Mass,0.0,,,0.0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6050.0,100.0,-100.0,0.0,1.82,0.19,-0.19,0.0,0.76,0.27,-0.27,0.0,0.15,,,0.0,[Fe/H],3.9,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h57m03.23s,29.2634506,+00d45m31.77s,0.7588247,362.715,6.98,-6.725,10.56,0.012,-0.012,9.32,0.023,-0.023,10.5678,0.000397,-0.000397,2018-04-25,2017-03,2018-04-26,1.0519973785062653,104.8839,1.34508,0.4066759052804468
38268,WASP-72 b,WASP-72,1,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.21673,2e-06,-2e-06,0.0,,,,,14.45961,2.01762,-2.01762,0.0,1.29,0.18,-0.18,0.0,731.009,222.481,-222.481,0.0,2.3,0.7,-0.7,0.0,Mass,0.0,,,0.0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6250.0,100.0,-100.0,0.0,2.18,0.29,-0.29,0.0,2.78,1.28,-1.28,0.0,-0.06,,,0.0,[Fe/H],4.09,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h44m09.62s,41.0400779,-30d10m08.68s,-30.1690785,434.754,8.537,-8.221,10.868,0.007,-0.007,9.617,0.021,-0.021,10.8378,0.000636,-0.000636,2018-04-25,2017-03,2018-04-26,1.332307842631906,222.481,2.01762,0.6895352169579217
38275,WASP-73 b,WASP-73,1,1,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.08722,0.00022,-0.00022,0.0,,,,,15.91678,2.46598,-2.46598,0.0,1.42,0.22,-0.22,0.0,908.9938,292.4036,-292.4036,0.0,2.86,0.92,-0.92,0.0,Mass,0.0,,,0.0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6030.0,120.0,-120.0,0.0,2.55,0.38,-0.38,0.0,2.52,1.22,-1.22,0.0,0.14,,,0.0,[Fe/H],3.93,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h19m47.93s,319.9496969,-58d08m56.16s,-58.1489328,316.678,2.993,-2.938,10.468,0.006,-0.006,9.028,0.021,-0.021,10.2607,0.000365,-0.000365,2018-04-25,2017-03,2018-04-26,1.2420723078290323,292.4036,2.46598,0.7020791151700756
38283,WASP-74 b,WASP-74,1,1,1,Transit,2015,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.13775,1e-06,-1e-06,0.0,,,,,15.24424,1.1209,-1.1209,0.0,1.36,0.1,-0.1,0.0,228.8376,38.1396,-38.1396,0.0,0.72,0.12,-0.12,0.0,Mass,0.0,,,0.0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5990.0,110.0,-110.0,0.0,1.42,0.1,-0.1,0.0,0.98,0.24,-0.24,0.0,0.39,,,0.0,[Fe/H],4.39,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h18m09.32s,304.538843,-01d04m33.61s,-1.0760033,149.216,1.149,-1.132,9.75,0.005,-0.005,8.221,0.023,-0.023,9.5723,0.000251,-0.000251,2018-04-25,2017-03,2018-04-26,0.3559275872121212,38.1396,1.1209,0.09840412810697703
38291,WASP-75 b,WASP-75,1,2,1,Transit,2013,SuperWASP,Published Confirmed,0,<a refstr=GOMEZ_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...559A..36G/abstract target=ref> Gomez et al. 2013 </a>,2.484193,3e-06,-3e-06,0.0,0.0375,0.0007,-0.0008,0.0,14.235,0.538,-0.538,0.0,1.27,0.048,-0.048,0.0,340.06,15.89,-15.89,0.0,1.07,0.05,-0.05,0.0,Mass,0.0,,,0.0,,,,,1710.0,20.0,-20.0,0.0,0,<a refstr=GOMEZ_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...559A..36G/abstract target=ref> Gomez et al. 2013 </a>,F9,6100.0,100.0,-100.0,0.0,1.26,0.04,-0.04,0.0,1.14,0.07,-0.07,0.0,0.07,0.09,-0.09,0.0,[Fe/H],4.29,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h49m32.62s,342.3858995,-10d40m31.69s,-10.6754686,294.001,4.412,-4.286,11.591,0.057,-0.057,10.062,0.025,-0.025,11.3347,0.000431,-0.000431,2014-05-14,2013-11,2014-05-14,0.6495831260399055,15.89,0.538,0.07966074447159084
38299,WASP-76 b,WASP-76,1,2,1,Transit,2016,SuperWASP,Published Confirmed,0,<a refstr=EHRENREICH_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.580..597E/abstract target=ref>Ehrenreich et al. 2020</a>,1.80988198,6.4e-07,-5.6e-07,0.0,0.033,0.0002,-0.0002,0.0,20.78145022,0.86309151,-0.85188253,0.0,1.854,0.077,-0.076,0.0,284.13859586,4.4495977,-4.13176929,0.0,0.894,0.014,-0.013,0.0,Mass,0.0,,,0.0,4104.0,896.0,-896.0,0.0,2228.0,122.0,-122.0,0.0,0,<a refstr=EHRENREICH_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.580..597E/abstract target=ref>Ehrenreich et al. 2020</a>,F7,6329.0,65.0,-65.0,0.0,1.756,0.071,-0.071,0.0,1.458,0.021,-0.021,0.0,0.366,0.053,-0.053,0.0,[Fe/H],4.196,0.106,-0.106,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h46m31.90s,26.632936,+02d42m01.40s,2.700389,194.459,6.206,-5.839,9.518,0.004,-0.004,8.243,0.031,-0.031,9.39507,0.000556,-0.000556,2024-07-12,2020-04,2024-07-12,0.17444329250168683,4.290683495,0.85748702,0.021753788427757655
38317,WASP-78 b,WASP-78,1,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.17518,5e-06,-5e-06,0.0,,,,,21.63337,5.04405,-5.04405,0.0,1.93,0.45,-0.45,0.0,352.7913,171.6282,-171.6282,0.0,1.11,0.54,-0.54,0.0,Mass,0.0,,,0.0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6100.0,150.0,-150.0,0.0,2.46,0.58,-0.58,0.0,1.87,1.36,-1.36,0.0,-0.35,,,0.0,[Fe/H],4.1,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h15m01.50s,63.7562662,-22d06m59.00s,-22.1163901,754.258,17.102,-16.373,11.965,0.022,-0.022,11.008,0.023,-0.023,12.1879,0.000245,-0.000245,2018-04-25,2017-03,2018-04-26,0.191998100018979,171.6282,5.04405,0.16358688605564772
38334,WASP-79 b,WASP-79,1,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=GRESSIER_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...672A..34G/abstract target=ref>Gressier et al. 2023</a>,3.662392,4e-06,-4e-06,0.0,0.0519,0.0008,-0.0008,0.0,17.14974047,0.44835923,-0.44835923,0.0,1.53,0.04,-0.04,0.0,270.15414595,25.42627256,-25.42627256,0.0,0.85,0.08,-0.08,0.0,Mass,0.0,,,0.0,,,,,1716.2,25.8,-24.4,0.0,0,<a refstr=GRESSIER_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...672A..34G/abstract target=ref>Gressier et al. 2023</a>,F5,6600.0,100.0,-100.0,0.0,1.51,0.04,-0.03,0.0,1.39,0.06,-0.06,0.0,0.03,0.1,-0.1,0.0,[Fe/H],4.2,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h25m29.02s,66.3709016,-30d36m01.57s,-30.6004362,246.69,1.82,-1.794,10.044,0.004,-0.004,9.056,0.023,-0.023,9.97202,0.000303,-0.000303,2023-08-22,2023-04,2023-08-22,0.29511452091688956,25.42627256,0.44835923,0.03615557797043645
38337,WASP-8 b,WASP-8,1,2,2,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,8.15872,1.5e-05,-1.5e-05,0.0,,,,,12.66617,0.56045,-0.56045,0.0,1.13,0.05,-0.05,0.0,807.2882,104.8839,-104.8839,0.0,2.54,0.33,-0.33,0.0,Mass,0.31,0.0,0.0,0.0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5600.0,80.0,-80.0,0.0,1.03,0.04,-0.04,0.0,1.34,0.26,-0.26,0.0,0.17,,,0.0,[Fe/H],4.5,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h59m36.21s,359.9008737,-35d01m52.81s,-35.0313349,89.9606,0.3648,-0.3618,9.789,0.003,-0.003,8.086,0.023,-0.023,9.61249,0.000415,-0.000415,2018-10-24,2017-03,2018-10-26,2.1889924589196097,104.8839,0.56045,0.40658927255917354
38350,WASP-80 b,WASP-80,1,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=TRIAUD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.450.2279T/abstract target=ref>Triaud et al. 2015</a>,3.06785234,8.3e-07,-7.9e-07,0.0,0.0344,0.001,-0.0011,0.0,11.197791,0.33627,-0.347479,0.0,0.999,0.03,-0.031,0.0,170.99254,11.12405,-11.44188,0.0,0.538,0.035,-0.036,0.0,Mass,0.002,0.01,-0.002,0.0,,,,,825.0,19.0,-19.0,0.0,0,<a refstr=TRIAUD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.450.2279T/abstract target=ref>Triaud et al. 2015</a>,,4143.0,92.0,-94.0,0.0,0.586,0.017,-0.018,0.0,0.577,0.051,-0.054,0.0,-0.13,0.15,-0.17,0.0,[Fe/H],4.663,0.015,-0.016,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h12m40.03s,303.1667996,-02d08m39.97s,-2.1444369,49.7876,0.11605,-0.11605,11.841,0.034,-0.034,8.351,0.022,-0.022,11.273,0.000824,-0.000824,2015-04-16,2015-07,2015-04-16,0.6710141682335159,11.282965,0.34187449999999997,0.07574753490118374
38358,WASP-81 b,WASP-81,1,1,1,Transit,2017,Multiple Facilities,Published Confirmed,0,<a refstr=TRIAUD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.1714T/abstract target=ref>Triaud et al. 2017</a>,2.7164762,2.3e-06,-2.3e-06,0.0,0.03908,0.0007,-0.00072,0.0,16.017661,0.571659,-0.515614,0.0,1.429,0.051,-0.046,0.0,231.69807,11.44188,-11.12405,0.0,0.729,0.036,-0.035,0.0,Mass,0.066,,,1.0,,,,,1623.0,38.0,-37.0,0.0,0,<a refstr=TRIAUD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.1714T/abstract target=ref>Triaud et al. 2017</a>,,5870.0,120.0,-120.0,0.0,1.283,0.04,-0.037,0.0,1.08,0.059,-0.058,0.0,-0.36,0.14,-0.14,0.0,[Fe/H],4.258,0.022,-0.027,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h16m49.92s,304.2079924,+03d17m38.22s,3.2939492,398.505,7.132,-6.889,12.469,0.069,-0.069,10.892,0.026,-0.026,12.3326,0.000162,-0.000162,2017-01-31,2017-05,2017-02-02,0.31065383634743304,11.282965,0.5436365000000001,0.03506204946503992
38362,WASP-82 b,WASP-82,1,1,1,Transit,2015,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.70579,2e-06,-2e-06,0.0,,,,,18.15858,1.45717,-1.45717,0.0,1.62,0.13,-0.13,0.0,371.8611,63.566,-63.566,0.0,1.17,0.2,-0.2,0.0,Mass,0.0,,,0.0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6480.0,90.0,-90.0,0.0,2.1,0.16,-0.16,0.0,1.48,0.37,-0.37,0.0,0.12,,,0.0,[Fe/H],3.96,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h50m38.54s,72.6605916,+01d53m37.81s,1.8938365,275.664,3.122,-3.055,10.073,0.005,-0.005,8.759,0.023,-0.023,9.89796,0.000312,-0.000312,2018-04-25,2017-03,2018-04-26,0.3422052730993803,63.566,1.45717,0.10103847348595844
38373,WASP-83 b,WASP-83,1,1,1,Transit,2015,SuperWASP,Published Confirmed,0,<a refstr=HELLIER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...18H/abstract target=ref>Hellier et al. 2015</a>,4.971252,1.5e-05,-1.5e-05,0.0,0.059,0.001,-0.001,0.0,11.65736,0.89672,-0.56045,0.0,1.04,0.08,-0.05,0.0,95.349,9.5349,-9.5349,0.0,0.3,0.03,-0.03,0.0,Mass,0.0,,,0.0,,,,,1120.0,30.0,-30.0,0.0,0,<a refstr=HELLIER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...18H/abstract target=ref>Hellier et al. 2015</a>,G8,5510.0,110.0,-110.0,0.0,1.05,0.06,-0.04,0.0,1.11,0.09,-0.09,0.0,0.29,0.12,-0.12,0.0,[Fe/H],4.44,0.02,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h40m36.47s,190.1519558,-19d17m03.67s,-19.2843527,271.103,3.716,-3.618,12.312,0.08,-0.08,10.393,0.023,-0.023,12.0084,0.000229,-0.000229,2015-07-08,2015-07,2015-07-09,0.33164016006166575,9.5349,0.728585,0.07047353401310398
38376,WASP-84 b,WASP-84,1,1,2,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=MACIEJEWSKI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmpL..77M/abstract target=ref>Maciejewski et al. 2023</a>,8.52349648,6e-07,-6e-07,0.0,0.0778,0.0021,-0.0021,0.0,10.72,0.27,-0.27,0.0,0.956,0.024,-0.024,0.0,220.0,18.0,-18.0,0.0,0.692,0.058,-0.058,0.0,Mass,,,,,,,,,732.0,12.0,-12.0,0.0,0,<a refstr=MACIEJEWSKI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmpL..77M/abstract target=ref>Maciejewski et al. 2023</a>,K0,,,,,0.768,0.019,-0.019,0.0,0.853,0.038,-0.038,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h44m25.68s,131.1069959,+01d51m35.62s,1.8598933,100.588,0.489,-0.484,10.825,0.011,-0.011,8.855,0.023,-0.023,10.5745,0.00059,-0.00059,2023-07-10,2023-06,2023-07-10,0.983988275236648,18.0,0.27,0.1095876863032438
38385,WASP-84 c,WASP-84,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MACIEJEWSKI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmpL..77M/abstract target=ref>Maciejewski et al. 2023</a>,1.4468849,2.2e-06,-1.6e-06,0.0,0.02359,0.001,-0.001,0.0,1.95,0.12,-0.12,0.0,0.174,0.011,-0.011,0.0,15.2,4.5,-4.2,0.0,0.048,0.014,-0.013,0.0,Mass,,,,,,,,,1329.0,31.0,-30.0,0.0,0,<a refstr=MACIEJEWSKI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmpL..77M/abstract target=ref>Maciejewski et al. 2023</a>,K0,,,,,0.768,0.019,-0.019,0.0,0.853,0.038,-0.038,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h44m25.68s,131.1069959,+01d51m35.62s,1.8598933,100.588,0.489,-0.484,10.825,0.011,-0.011,8.855,0.023,-0.023,10.5745,0.00059,-0.00059,2023-07-10,2023-06,2023-07-10,11.295133093949662,4.35,0.12,3.846722414739431
38387,WASP-85 A b,WASP-85 A,1,2,1,Transit,2016,K2,Published Confirmed,0,<a refstr=MO__X10D_NIK_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..150M/abstract target=ref>Mo&#x10D;nik et al. 2016</a>,2.6556777,4.4e-07,-4.4e-07,0.0,0.039,0.001,-0.001,0.0,13.89916,0.33627,-0.33627,0.0,1.24,0.03,-0.03,0.0,402.05495,20.65895,-20.65895,0.0,1.265,0.065,-0.065,0.0,Mass,0.0,,,0.0,,,,,1452.0,6.0,-6.0,0.0,0,<a refstr=MO__X10D_NIK_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..150M/abstract target=ref>Mo&#x10D;nik et al. 2016</a>,G5 V,6112.0,27.0,-27.0,0.0,0.935,0.023,-0.023,0.0,1.09,0.08,-0.08,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h43m37.93s,175.9080328,+06d33m49.62s,6.5637842,141.887,1.229,-1.208,10.72,0.01,-0.01,8.733,0.026,-0.026,10.6241,0.000959,-0.000959,2019-12-02,2016-06,2016-07-07,0.8250330556603734,20.65895,0.33627,0.07336860721790307
38397,WASP-87 b,WASP-87,1,2,1,Transit,2016,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=ADDISON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823...29A/abstract target=ref>Addison et al. 2016</a>,1.682795,1.9e-06,-1.9e-06,0.0,0.02946,0.00075,-0.00075,0.0,15.524465,0.67254,-0.67254,0.0,1.385,0.06,-0.06,0.0,692.8694,47.6745,-47.6745,0.0,2.18,0.15,-0.15,0.0,Mass,0.0,,,0.0,,,,,,,,,0,<a refstr=ADDISON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823...29A/abstract target=ref>Addison et al. 2016</a>,,6450.0,120.0,-120.0,0.0,1.627,0.062,-0.062,0.0,1.204,0.093,-0.093,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h21m17.92s,185.3246821,-52d50m26.94s,-52.8408163,298.392,3.622,-3.536,10.727,0.006,-0.006,9.552,0.025,-0.025,10.7091,0.000307,-0.000307,2019-06-24,2016-05,2019-06-27,1.0203591249068495,47.6745,0.67254,0.15004853628424428
