,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,rho,Merr,Rerr,srho
1464,HAT-P-7 b,HAT-P-7,1,2,1,Transit,2008,HATNet,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.20474,1.7e-05,-1.7e-05,0.0,,,,,16.92559,2.35389,-2.35389,0.0,1.51,0.21,-0.21,0.0,584.8072,168.4499,-168.4499,0.0,1.84,0.53,-0.53,0.0,Mass,0.0,,,0.0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6389.0,17.0,-17.0,0.0,2.0,0.28,-0.28,0.0,1.56,0.68,-0.68,0.0,0.26,,,0.0,[Fe/H],4.07,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m59.33s,292.24719,+47d58m10.35s,47.9695429,341.079,2.431,-2.397,10.481,0.007,-0.007,9.334,0.018,-0.018,10.3654,0.000393,-0.000393,2018-04-25,2017-03,2018-04-26,0.6645579540090214,168.4499,2.35389,0.336925218838448
1467,HAT-P-70 b,HAT-P-70,1,1,1,Transit,2019,HATNet,Published Confirmed,0,<a refstr=ZHOU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..141Z/abstract target=ref>Zhou et al. 2019</a>,2.74432452,7.9e-07,-6.8e-07,0.0,0.04739,0.00031,-0.00106,0.0,20.96083,1.68135,-1.1209,0.0,1.87,0.15,-0.1,0.0,2154.8874,,,0.0,6.78,,,0.0,Mass,0.0,,,0.0,,,,,2562.0,43.0,-52.0,0.0,0,<a refstr=ZHOU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..141Z/abstract target=ref>Zhou et al. 2019</a>,,8450.0,540.0,-690.0,0.0,1.858,0.119,-0.091,0.0,1.89,0.01,-0.013,0.0,-0.059,0.075,-0.088,0.0,[Fe/H],4.181,0.055,-0.063,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h58m12.56s,74.5523332,+09d59m52.73s,9.9979794,330.739,6.818,-6.552,9.47,0.004,-0.004,8.963,0.024,-0.024,9.45174,0.000266,-0.000266,2019-08-12,2019-10,2019-08-15,1.2892904135827998,,1.401125,
1474,HAT-P-8 b,HAT-P-8,1,3,1,Transit,2008,HATNet,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.07634,4e-06,-4e-06,0.0,,,,,15.6926,1.45717,-1.45717,0.0,1.4,0.13,-0.13,0.0,406.8224,85.8141,-85.8141,0.0,1.28,0.27,-0.27,0.0,Mass,0.0,,,0.0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6200.0,80.0,-80.0,0.0,1.57,0.15,-0.15,0.0,1.27,0.41,-0.41,0.0,0.01,,,0.0,[Fe/H],4.15,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h52m09.96s,343.0414932,+35d26m49.84s,35.4471778,211.553,1.709,-1.682,10.358,0.005,-0.005,8.953,0.013,-0.013,10.1489,0.000441,-0.000441,2018-04-25,2017-03,2018-04-26,0.5800584287776182,85.8141,1.45717,0.20268595290284053
1486,HAT-P-9 b,HAT-P-9,1,1,1,Transit,2008,HATNet,Published Confirmed,0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,3.92281072,1.02e-06,-1.02e-06,0.0,0.05287,0.00078,-0.00078,0.0,15.614137,0.751003,-0.728585,0.0,1.393,0.067,-0.065,0.0,238.05467,20.34112,-20.02329,0.0,0.749,0.064,-0.063,0.0,Mass,0.084,0.052,-0.047,0.0,931.0,73.0,-69.0,0.0,1540.0,32.0,-30.0,0.0,0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...82W/abstract target=ref>Wang et al. 2019</a>,,6350.0,150.0,-150.0,0.0,1.338,0.065,-0.06,0.0,1.281,0.057,-0.056,0.0,0.12,0.2,-0.2,0.0,[Fe/H],4.293,0.033,-0.035,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h20m40.44s,110.1685157,+37d08m26.14s,37.1405946,455.203,8.968,-8.635,12.344,0.047,-0.047,11.015,0.021,-0.021,12.1536,0.000227,-0.000227,2019-07-08,2019-02,2019-07-11,0.3445675283966644,20.182205,0.7397940000000001,0.057026883691030796
1492,HATS-1 b,HATS-1,1,1,1,Transit,2012,HATSouth,Published Confirmed,0,<a refstr=PENEV_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013AJ....145....5P/abstract target=ref> Penev et al. 2013 </a>,3.446459,4e-06,-4e-06,0.0,0.0444,0.0008,-0.0008,0.0,14.594,1.816,-1.098,0.0,1.302,0.162,-0.098,0.0,589.55,83.268,-62.292,0.0,1.855,0.262,-0.196,0.0,Mass,0.12,0.092,-0.092,0.0,,,,,1359.0,89.0,-59.0,0.0,0,<a refstr=PENEV_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013AJ....145....5P/abstract target=ref> Penev et al. 2013 </a>,,5870.0,100.0,-100.0,0.0,1.038,0.128,-0.075,0.0,0.986,0.054,-0.054,0.0,-0.06,0.12,-0.12,0.0,[Fe/H],4.4,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h42m06.06s,175.5252399,-23d21m17.44s,-23.3548451,283.971,3.778,-3.682,12.155,0.08,-0.08,10.58,0.023,-0.023,11.9363,0.000263,-0.000263,2014-05-14,2013-01,2014-05-14,1.0450792304521859,72.78,1.457,0.3385543092304289
1496,HATS-10 b,HATS-10,1,1,1,Transit,2015,HATSouth,Published Confirmed,0,<a refstr=BRAHM_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...33B/abstract target=ref>Brahm et al. 2015</a>,3.312846,5.8e-06,-5.8e-06,0.0,0.04491,0.00074,-0.00074,0.0,10.861521,0.683749,-0.504405,0.0,0.969,0.061,-0.045,0.0,167.17858,25.74423,-25.74423,0.0,0.526,0.081,-0.081,0.0,Mass,0.501,,,1.0,,,,,1407.0,39.0,-39.0,0.0,0,<a refstr=BRAHM_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...33B/abstract target=ref>Brahm et al. 2015</a>,,5880.0,120.0,-120.0,0.0,1.105,0.055,-0.04,0.0,1.101,0.054,-0.054,0.0,0.15,0.1,-0.1,0.0,[Fe/H],4.392,0.032,-0.032,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m13.64s,294.3068385,-22d12m16.15s,-22.2044872,534.889,7.724,-7.512,13.202,0.092,-0.092,11.511,0.025,-0.025,12.9838,0.000404,-0.000404,2015-05-21,2015-07,2015-05-21,0.7188864407467315,25.74423,0.594077,0.16177037348658074
1516,HATS-13 b,HATS-13,1,1,1,Transit,2015,HATSouth,Published Confirmed,0,<a refstr=MANCINI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..63M/abstract target=ref>Mancini et al. 2015</a>,3.0440499,2.7e-06,-2.7e-06,0.0,0.04057,0.00041,-0.00041,0.0,13.585308,0.392315,-0.392315,0.0,1.212,0.035,-0.035,0.0,172.58169,22.88376,-22.88376,0.0,0.543,0.072,-0.072,0.0,Mass,0.181,,,1.0,,,,,1244.0,20.0,-20.0,0.0,0,<a refstr=MANCINI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..63M/abstract target=ref>Mancini et al. 2015</a>,,5523.0,69.0,-69.0,0.0,0.887,0.019,-0.019,0.0,0.962,0.029,-0.029,0.0,0.05,0.06,-0.06,0.0,[Fe/H],4.524,0.017,-0.017,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h07m50.76s,316.9614798,-26d05m48.19s,-26.0967205,421.855,8.501,-8.177,13.911,0.16,-0.16,11.983,0.028,-0.028,13.6799,0.0003,-0.0003,2015-08-12,2015-08,2015-08-13,0.3792607061708845,22.88376,0.392315,0.06007096008852395
1523,HATS-14 b,HATS-14,1,1,1,Transit,2015,HATSouth,Published Confirmed,0,<a refstr=MANCINI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..63M/abstract target=ref>Mancini et al. 2015</a>,2.7667641,2.7e-06,-2.7e-06,0.0,0.03815,0.00032,-0.00032,0.0,11.646151,0.358688,-0.246598,0.0,1.039,0.032,-0.022,0.0,340.39593,22.2481,-22.2481,0.0,1.071,0.07,-0.07,0.0,Mass,0.142,,,1.0,,,,,1276.0,20.0,-20.0,0.0,0,<a refstr=MANCINI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...580A..63M/abstract target=ref>Mancini et al. 2015</a>,,5346.0,60.0,-60.0,0.0,0.933,0.023,-0.015,0.0,0.967,0.024,-0.024,0.0,0.33,0.06,-0.06,0.0,[Fe/H],4.484,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h52m51.71s,313.2154754,-25d41m14.55s,-25.6873756,513.011,9.287,-8.968,14.052,0.069,-0.069,12.037,0.019,-0.019,13.7712,0.000315,-0.000315,2015-08-12,2015-08,2015-08-13,1.1873772056395324,22.2481,0.302643,0.12079517408225525
1524,HATS-15 b,HATS-15,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=CICERI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128g4401C/abstract target=ref>Ciceri et al. 2016</a>,1.74748753,9.4e-07,-9.4e-07,0.0,0.02712,0.00023,-0.00023,0.0,12.385945,0.44836,-0.44836,0.0,1.105,0.04,-0.04,0.0,689.6911,47.6745,-47.6745,0.0,2.17,0.15,-0.15,0.0,Mass,0.126,,,1.0,,,,,1505.0,30.0,-30.0,0.0,0,<a refstr=CICERI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128g4401C/abstract target=ref>Ciceri et al. 2016</a>,G9 V,5311.0,77.0,-77.0,0.0,0.922,0.027,-0.027,0.0,0.871,0.023,-0.023,0.0,0.0,0.05,-0.05,0.0,[Fe/H],4.449,0.022,-0.022,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h44m22.08s,311.0920041,-19d26m15.10s,-19.4375266,1139.55,99.7,-85.11,14.909,0.172,-0.172,12.724,0.032,-0.032,14.6473,0.000417,-0.000417,2016-06-22,2016-07,2016-06-23,1.9999483462102625,47.6745,0.44836,0.25745446463183586
1525,HATS-16 b,HATS-16,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=CICERI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128g4401C/abstract target=ref>Ciceri et al. 2016</a>,2.686502,1.1e-05,-1.1e-05,0.0,0.03744,0.00045,-0.00045,0.0,14.5717,1.68135,-1.68135,0.0,1.3,0.15,-0.15,0.0,1039.3041,60.3877,-60.3877,0.0,3.27,0.19,-0.19,0.0,Mass,0.0,,,1.0,,,,,1592.0,61.0,-82.0,0.0,0,<a refstr=CICERI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128g4401C/abstract target=ref>Ciceri et al. 2016</a>,G3 V,5738.0,79.0,-79.0,0.0,1.238,0.097,-0.127,0.0,0.97,0.035,-0.035,0.0,-0.1,0.05,-0.05,0.0,[Fe/H],4.239,0.079,-0.079,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h54m14.12s,358.5588439,-30d00m46.94s,-30.0130385,757.044,13.735,-13.262,13.957,0.103,-0.103,12.28,0.021,-0.021,13.6864,0.000611,-0.000611,2016-06-22,2016-07,2016-06-23,1.8508174052721447,60.3877,1.68135,0.6496304687433784
1530,HATS-17 b,HATS-17,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=BRAHM_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151...89B/abstract target=ref>Brahm et al. 2016</a>,16.254611,7.3e-05,-7.3e-05,0.0,0.1308,0.0012,-0.0012,0.0,8.709393,0.627704,-0.627704,0.0,0.777,0.056,-0.056,0.0,425.25654,20.65895,-20.65895,0.0,1.338,0.065,-0.065,0.0,Mass,0.029,0.022,-0.022,0.0,72.7,9.6,-9.6,0.0,814.0,25.0,-25.0,0.0,0,<a refstr=BRAHM_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151...89B/abstract target=ref>Brahm et al. 2016</a>,G V,5846.0,78.0,-78.0,0.0,1.091,0.07,-0.046,0.0,1.131,0.03,-0.03,0.0,0.3,0.03,-0.03,0.0,[Fe/H],4.416,0.042,-0.042,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h48m45.50s,192.1895676,-47d36m49.24s,-47.6136789,400.331,10.228,-9.74,12.402,0.057,-0.057,10.698,0.021,-0.021,12.2179,0.000249,-0.000249,2016-09-14,2016-04,2016-09-15,3.5468182650530955,20.65895,0.627704,0.78599818038063
1534,HATS-18 b,HATS-18,1,1,1,Transit,2016,Multiple Observatories,Published Confirmed,0,<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp; Sengupta 2019</a>,0.83784,4.7e-07,-4.7e-07,0.0,0.0174,0.00098,-0.00098,0.0,14.896761,0.840675,-0.840675,0.0,1.329,0.075,-0.075,0.0,629.144485,24.15508,-24.15508,0.0,1.9795,0.076,-0.076,0.0,Mass,,,,,,,,,2069.48,45.0,-45.0,0.0,0,<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp; Sengupta 2019</a>,,5600.0,120.0,-120.0,0.0,1.02,0.057,-0.031,0.0,1.037,0.047,-0.047,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h35m49.78s,173.9574203,-29d09m21.83s,-29.1560639,624.368,16.147,-15.366,14.188,0.08,-0.08,12.289,0.028,-0.028,13.8786,0.000613,-0.000613,2019-07-08,2019-07,2019-07-11,1.0486400550858443,24.15508,0.840675,0.18204291646118984
1545,HATS-2 b,HATS-2,1,1,1,Transit,2013,HATSouth,Published Confirmed,0,<a refstr=BIAGIOTTI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240304476B/abstract target=ref>Biagiotti et al. 2024</a>,1.35413379,8e-08,-8e-08,0.0,0.02317,0.00044,-0.00044,0.0,12.57647635,0.26901554,-0.26901554,0.0,1.122,0.024,-0.024,0.0,435.42491759,50.85254512,-50.85254512,0.0,1.37,0.16,-0.16,0.0,Mass,,,,,,,,,1550.0,29.0,-29.0,0.0,0,<a refstr=BIAGIOTTI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240304476B/abstract target=ref>Biagiotti et al. 2024</a>,,,,,,0.876,0.02,-0.02,0.0,0.904,0.052,-0.052,0.0,,,,,,4.51,0.012,-0.012,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h46m57.32s,176.7388264,-22d33m46.83s,-22.5630097,341.925,3.674,-3.598,13.565,0.092,-0.092,11.386,0.023,-0.023,13.3419,0.000779,-0.000779,2024-04-10,2024-03,2024-04-10,1.2061128424921408,50.85254512,0.26901554,0.16072305613758278
1548,HATS-22 b,HATS-22,1,1,1,Transit,2017,HATSouth,Published Confirmed,0,<a refstr=BENTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..835B/abstract target=ref>Bento et al. 2017</a>,4.7228124,5.2e-06,-5.2e-06,0.0,0.05025,0.00042,-0.00042,0.0,10.682177,0.538032,-0.325061,0.0,0.953,0.048,-0.029,0.0,870.8542,34.9613,-34.9613,0.0,2.74,0.11,-0.11,0.0,Mass,0.079,0.026,-0.026,0.0,,,,,858.0,24.0,-17.0,0.0,0,<a refstr=BENTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..835B/abstract target=ref>Bento et al. 2017</a>,K V,4803.0,55.0,-55.0,0.0,0.689,0.028,-0.018,0.0,0.759,0.019,-0.019,0.0,0.0,0.04,-0.04,0.0,[Fe/H],4.644,0.028,-0.028,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h36m02.37s,174.0098693,-29d32m36.11s,-29.5433642,229.518,1.612,-1.59,13.397,0.092,-0.092,10.942,0.019,-0.019,13.1225,0.00044,-0.00044,2017-03-14,2017-06,2017-03-16,3.9365678399807105,34.9613,0.43154649999999994,0.5025907981027271
1553,HATS-23 b,HATS-23,1,1,1,Transit,2017,HATSouth,Published Confirmed,0,<a refstr=BENTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..835B/abstract target=ref>Bento et al. 2017</a>,2.1605156,4.5e-06,-4.5e-06,0.0,0.03397,0.00047,-0.00047,0.0,20.84874,3.3627,-4.4836,0.0,1.86,0.3,-0.4,0.0,467.2101,22.88376,-22.88376,0.0,1.47,0.072,-0.072,0.0,Mass,0.114,,,1.0,,,,,1654.0,54.0,-54.0,0.0,0,<a refstr=BENTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..835B/abstract target=ref>Bento et al. 2017</a>,G V,5780.0,120.0,-120.0,0.0,1.199,0.061,-0.081,0.0,1.121,0.046,-0.046,0.0,0.28,0.07,-0.07,0.0,[Fe/H],4.328,0.044,-0.044,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m28.02s,286.36675,-50d04m02.46s,-50.0673496,639.004,9.609,-9.334,13.84,0.069,-0.069,12.262,0.03,-0.03,13.752,0.000293,-0.000293,2017-03-14,2017-06,2017-03-16,0.2840693524979064,22.88376,3.9231499999999997,0.1609641983181316
1557,HATS-24 b,HATS-24,1,1,1,Transit,2017,HATSouth,Published Confirmed,0,<a refstr=OLIVEIRA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3b..35O/abstract target=ref>Oliveira et al. 2019</a>,1.3484978,9e-07,-9e-07,0.0,0.0238,0.001,-0.001,0.0,15.636555,0.638913,-0.638913,0.0,1.395,0.057,-0.057,0.0,718.2958,54.0311,-54.0311,0.0,2.26,0.17,-0.17,0.0,Mass,0.0,,,0.0,,,,,2166.0,53.0,-53.0,0.0,0,<a refstr=OLIVEIRA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3b..35O/abstract target=ref>Oliveira et al. 2019</a>,,6125.0,94.0,-94.0,0.0,1.12,0.044,-0.047,0.0,1.07,0.032,-0.046,0.0,-0.229,0.058,-0.058,0.0,[Fe/H],4.37,0.045,-0.045,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h55m33.77s,268.8907069,-61d44m50.64s,-61.7474,494.182,12.468,-11.88,12.915,0.092,-0.092,11.382,0.023,-0.023,12.6911,0.000292,-0.000292,2019-07-08,2019-02,2019-07-11,1.0352177159308937,54.0311,0.638913,0.14888521688827483
1563,HATS-25 b,HATS-25,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,4.2986432,4.5e-06,-4.5e-06,0.0,0.05163,0.0006,-0.0006,0.0,14.12334,1.1209,-1.1209,0.0,1.26,0.1,-0.1,0.0,194.82979,13.34886,-13.34886,0.0,0.613,0.042,-0.042,0.0,Mass,0.176,,,1.0,,,,,1277.0,42.0,-42.0,0.0,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,G,5715.0,73.0,-73.0,0.0,1.107,0.069,-0.069,0.0,0.994,0.035,-0.035,0.0,0.02,0.05,-0.05,0.0,[Fe/H],4.347,0.053,-0.053,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h51m37.84s,207.9076746,-23d46m52.47s,-23.7812403,471.158,9.125,-8.79,13.172,0.08,-0.08,11.416,0.021,-0.021,12.9353,0.000323,-0.000323,2016-06-08,2016-10,2016-06-09,0.38106118917253934,13.34886,1.1209,0.0944107191298928
1572,HATS-26 b,HATS-26,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,3.3023881,7.6e-06,-7.6e-06,0.0,0.04735,0.00133,-0.00068,0.0,19.61575,2.35389,-2.35389,0.0,1.75,0.21,-0.21,0.0,206.5895,24.15508,-24.15508,0.0,0.65,0.076,-0.076,0.0,Mass,0.245,,,1.0,,,,,1918.0,61.0,-61.0,0.0,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,F,6071.0,81.0,-81.0,0.0,2.04,0.15,-0.11,0.0,1.299,0.113,-0.056,0.0,-0.02,0.05,-0.05,0.0,[Fe/H],3.936,0.046,-0.046,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h39m42.45s,144.9268593,-28d35m08.16s,-28.5856004,861.843,25.218,-23.847,13.006,0.103,-0.103,11.435,0.021,-0.021,12.8431,0.000278,-0.000278,2016-06-08,2016-10,2016-06-09,0.15081519148218073,24.15508,2.35389,0.05708529436853735
1575,HATS-27 b,HATS-27,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,4.637038,1.4e-05,-1.4e-05,0.0,0.0611,0.00068,-0.00068,0.0,16.8135,2.2418,-1.23299,0.0,1.5,0.2,-0.11,0.0,168.4499,41.3179,-41.3179,0.0,0.53,0.13,-0.13,0.0,Mass,0.581,,,1.0,,,,,1659.0,66.0,-46.0,0.0,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,F,6438.0,64.0,-64.0,0.0,1.74,0.17,-0.1,0.0,1.415,0.048,-0.048,0.0,0.09,0.04,-0.04,0.0,[Fe/H],4.107,0.049,-0.049,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h54m12.59s,193.5524603,-46d35m15.78s,-46.5877159,816.988,41.072,-37.381,12.782,0.069,-0.069,11.55,0.023,-0.023,12.6792,0.000299,-0.000299,2016-06-08,2016-10,2016-06-09,0.19527559586570958,41.3179,1.737395,0.07719285536732096
1578,HATS-28 b,HATS-28,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,3.1810781,3.9e-06,-3.9e-06,0.0,0.04131,0.00053,-0.00053,0.0,13.383546,0.78463,-0.78463,0.0,1.194,0.07,-0.07,0.0,213.58176,27.65121,-27.65121,0.0,0.672,0.087,-0.087,0.0,Mass,0.202,,,1.0,,,,,1253.0,35.0,-35.0,0.0,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,G,5498.0,84.0,-84.0,0.0,0.922,0.04,-0.04,0.0,0.929,0.036,-0.036,0.0,0.01,0.06,-0.06,0.0,[Fe/H],4.476,0.039,-0.039,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m35.94s,284.3997616,-49d08m18.65s,-49.1385126,535.383,7.926,-7.703,13.981,0.092,-0.092,12.086,0.029,-0.029,13.7929,0.000462,-0.000462,2016-06-08,2016-10,2016-06-09,0.49091033121518535,27.65121,0.78463,0.10721032472767028
